Date,Day,CodedDay,Zone,Weather,Temperature,ActualTime
3-10-2017,Wednesday,3,126,2,37,34
3-10-2017,Wednesday,3,127,32,29,33
3-10-2017,Wednesday,3,128,43,14,29
3-10-2017,Wednesday,3,129,23,31,39
3-10-2017,Wednesday,3,130,42,33,26
3-10-2017,Wednesday,3,131,2,9,32
3-10-2017,Wednesday,3,132,27,42,26
3-10-2017,Wednesday,3,133,27,16,38
3-10-2017,Wednesday,3,134,46,28,22
3-10-2017,Wednesday,3,135,7,37,28
3-10-2017,Wednesday,3,136,27,19,39
3-10-2017,Wednesday,3,137,15,36,36
3-10-2017,Wednesday,3,138,8,34,20
3-10-2017,Wednesday,3,139,46,42,40
3-10-2017,Wednesday,3,140,25,45,34
3-10-2017,Wednesday,3,141,25,33,40
3-10-2017,Wednesday,3,142,0,22,40
3-10-2017,Wednesday,3,143,29,6,25
3-10-2017,Wednesday,3,144,21,41,24
4-10-2017,Thursday,4,1,36,44,21
4-10-2017,Thursday,4,2,45,23,30
4-10-2017,Thursday,4,3,18,34,32
4-10-2017,Thursday,4,4,13,10,28
4-10-2017,Thursday,4,5,6,45,25
4-10-2017,Thursday,4,6,7,18,32
4-10-2017,Thursday,4,7,15,40,26
4-10-2017,Thursday,4,8,47,23,23
4-10-2017,Thursday,4,9,43,25,31
4-10-2017,Thursday,4,10,45,15,38
4-10-2017,Thursday,4,11,0,28,35
4-10-2017,Thursday,4,12,47,40,35
4-10-2017,Thursday,4,13,34,35,36
4-10-2017,Thursday,4,14,33,12,35
4-10-2017,Thursday,4,15,45,8,37
4-10-2017,Thursday,4,16,46,34,30
4-10-2017,Thursday,4,17,20,25,21
4-10-2017,Thursday,4,18,28,12,22
4-10-2017,Thursday,4,19,4,38,20
4-10-2017,Thursday,4,20,13,34,25
4-10-2017,Thursday,4,21,30,31,28
4-10-2017,Thursday,4,22,15,23,34
4-10-2017,Thursday,4,23,24,22,35
4-10-2017,Thursday,4,24,42,29,40
4-10-2017,Thursday,4,25,15,19,30
4-10-2017,Thursday,4,26,44,20,38
4-10-2017,Thursday,4,27,0,25,33
4-10-2017,Thursday,4,28,7,20,38
4-10-2017,Thursday,4,29,32,9,40
4-10-2017,Thursday,4,30,20,40,21
4-10-2017,Thursday,4,31,32,20,28
4-10-2017,Thursday,4,32,1,14,33
4-10-2017,Thursday,4,33,12,15,39
4-10-2017,Thursday,4,34,24,26,28
4-10-2017,Thursday,4,35,17,38,33
4-10-2017,Thursday,4,36,45,17,35
4-10-2017,Thursday,4,37,26,28,28
4-10-2017,Thursday,4,38,12,21,31
4-10-2017,Thursday,4,39,39,24,32
4-10-2017,Thursday,4,40,33,18,26
4-10-2017,Thursday,4,41,7,8,37
4-10-2017,Thursday,4,42,17,34,38
4-10-2017,Thursday,4,43,17,39,22
4-10-2017,Thursday,4,44,1,21,20
4-10-2017,Thursday,4,45,26,38,30
4-10-2017,Thursday,4,46,27,19,22
4-10-2017,Thursday,4,47,6,42,22
4-10-2017,Thursday,4,48,7,37,33
4-10-2017,Thursday,4,49,26,15,38
4-10-2017,Thursday,4,50,14,28,30
4-10-2017,Thursday,4,51,22,14,25
4-10-2017,Thursday,4,52,47,12,38
4-10-2017,Thursday,4,53,11,24,27
4-10-2017,Thursday,4,54,34,26,37
4-10-2017,Thursday,4,55,28,41,25
4-10-2017,Thursday,4,56,19,6,23
4-10-2017,Thursday,4,57,30,14,22
4-10-2017,Thursday,4,58,4,33,24
4-10-2017,Thursday,4,59,4,23,22
4-10-2017,Thursday,4,60,43,22,20
4-10-2017,Thursday,4,61,32,34,39
4-10-2017,Thursday,4,62,8,38,22
4-10-2017,Thursday,4,63,14,39,35
4-10-2017,Thursday,4,64,45,28,31
4-10-2017,Thursday,4,65,28,40,38
4-10-2017,Thursday,4,66,31,18,23
4-10-2017,Thursday,4,67,5,14,34
4-10-2017,Thursday,4,68,17,45,37
4-10-2017,Thursday,4,69,20,17,21
4-10-2017,Thursday,4,70,41,37,35
4-10-2017,Thursday,4,71,30,6,33
4-10-2017,Thursday,4,72,32,43,20
4-10-2017,Thursday,4,73,18,40,24
4-10-2017,Thursday,4,74,9,22,25
4-10-2017,Thursday,4,75,3,9,25
4-10-2017,Thursday,4,76,32,43,29
4-10-2017,Thursday,4,77,21,41,22
4-10-2017,Thursday,4,78,39,17,31
4-10-2017,Thursday,4,79,38,33,39
4-10-2017,Thursday,4,80,18,29,34
4-10-2017,Thursday,4,81,12,13,28
4-10-2017,Thursday,4,82,31,13,37
4-10-2017,Thursday,4,83,29,18,32
4-10-2017,Thursday,4,84,4,43,33
4-10-2017,Thursday,4,85,43,26,28
4-10-2017,Thursday,4,86,22,43,25
4-10-2017,Thursday,4,87,27,42,32
4-10-2017,Thursday,4,88,32,13,37
4-10-2017,Thursday,4,89,45,19,40
4-10-2017,Thursday,4,90,31,33,39
4-10-2017,Thursday,4,91,37,16,40
4-10-2017,Thursday,4,92,23,39,28
4-10-2017,Thursday,4,93,0,38,38
4-10-2017,Thursday,4,94,22,35,31
4-10-2017,Thursday,4,95,3,33,25
4-10-2017,Thursday,4,96,5,33,27
4-10-2017,Thursday,4,97,11,9,26
4-10-2017,Thursday,4,98,38,15,22
4-10-2017,Thursday,4,99,23,31,25
4-10-2017,Thursday,4,100,2,7,31
4-10-2017,Thursday,4,101,26,6,30
4-10-2017,Thursday,4,102,5,26,36
4-10-2017,Thursday,4,103,14,26,38
4-10-2017,Thursday,4,104,7,21,21
4-10-2017,Thursday,4,105,22,24,21
4-10-2017,Thursday,4,106,39,33,24
4-10-2017,Thursday,4,107,11,32,24
4-10-2017,Thursday,4,108,15,24,29
4-10-2017,Thursday,4,109,1,11,38
4-10-2017,Thursday,4,110,41,20,38
4-10-2017,Thursday,4,111,41,20,32
4-10-2017,Thursday,4,112,35,41,32
4-10-2017,Thursday,4,113,7,7,35
4-10-2017,Thursday,4,114,40,20,38
4-10-2017,Thursday,4,115,24,16,35
4-10-2017,Thursday,4,116,15,29,40
4-10-2017,Thursday,4,117,16,13,34
4-10-2017,Thursday,4,118,25,43,35
4-10-2017,Thursday,4,119,33,42,34
4-10-2017,Thursday,4,120,32,33,38
4-10-2017,Thursday,4,121,40,17,25
4-10-2017,Thursday,4,122,9,6,37
4-10-2017,Thursday,4,123,28,41,33
4-10-2017,Thursday,4,124,1,40,33
4-10-2017,Thursday,4,125,14,13,25
4-10-2017,Thursday,4,126,38,43,34
4-10-2017,Thursday,4,127,21,40,40
4-10-2017,Thursday,4,128,15,20,40
4-10-2017,Thursday,4,129,24,22,20
4-10-2017,Thursday,4,130,32,26,33
4-10-2017,Thursday,4,131,7,38,38
4-10-2017,Thursday,4,132,32,31,23
4-10-2017,Thursday,4,133,15,6,24
4-10-2017,Thursday,4,134,32,20,36
4-10-2017,Thursday,4,135,38,35,24
4-10-2017,Thursday,4,136,16,30,35
4-10-2017,Thursday,4,137,31,27,38
4-10-2017,Thursday,4,138,19,33,25
4-10-2017,Thursday,4,139,30,17,33
4-10-2017,Thursday,4,140,8,14,40
4-10-2017,Thursday,4,141,11,29,24
4-10-2017,Thursday,4,142,20,41,26
4-10-2017,Thursday,4,143,25,20,35
4-10-2017,Thursday,4,144,17,35,32
5-10-2017,Friday,5,1,25,19,35
5-10-2017,Friday,5,2,33,22,21
5-10-2017,Friday,5,3,37,37,20
5-10-2017,Friday,5,4,30,42,29
5-10-2017,Friday,5,5,5,13,24
5-10-2017,Friday,5,6,20,43,35
5-10-2017,Friday,5,7,22,41,20
5-10-2017,Friday,5,8,34,22,23
5-10-2017,Friday,5,9,0,27,21
5-10-2017,Friday,5,10,17,25,38
5-10-2017,Friday,5,11,24,32,24
5-10-2017,Friday,5,12,17,29,30
5-10-2017,Friday,5,13,31,16,38
5-10-2017,Friday,5,14,24,14,39
5-10-2017,Friday,5,15,20,21,31
5-10-2017,Friday,5,16,19,11,31
5-10-2017,Friday,5,17,46,24,28
5-10-2017,Friday,5,18,33,7,29
5-10-2017,Friday,5,19,0,33,35
5-10-2017,Friday,5,20,44,32,36
5-10-2017,Friday,5,21,34,9,24
5-10-2017,Friday,5,22,21,30,24
5-10-2017,Friday,5,23,8,21,21
5-10-2017,Friday,5,24,24,21,33
5-10-2017,Friday,5,25,46,7,20
5-10-2017,Friday,5,26,37,30,25
5-10-2017,Friday,5,27,2,10,30
5-10-2017,Friday,5,28,15,36,23
5-10-2017,Friday,5,29,4,39,36
5-10-2017,Friday,5,30,24,22,24
5-10-2017,Friday,5,31,44,27,26
5-10-2017,Friday,5,32,24,41,40
5-10-2017,Friday,5,33,41,44,27
5-10-2017,Friday,5,34,19,36,25
5-10-2017,Friday,5,35,40,27,38
5-10-2017,Friday,5,36,1,45,40
5-10-2017,Friday,5,37,3,37,33
5-10-2017,Friday,5,38,0,35,25
5-10-2017,Friday,5,39,33,18,31
5-10-2017,Friday,5,40,32,11,28
5-10-2017,Friday,5,41,18,19,33
5-10-2017,Friday,5,42,26,45,20
5-10-2017,Friday,5,43,40,33,40
5-10-2017,Friday,5,44,2,24,20
5-10-2017,Friday,5,45,7,42,34
5-10-2017,Friday,5,46,13,39,37
5-10-2017,Friday,5,47,30,32,36
5-10-2017,Friday,5,48,38,25,34
5-10-2017,Friday,5,49,16,33,35
5-10-2017,Friday,5,50,10,45,37
5-10-2017,Friday,5,51,15,37,39
5-10-2017,Friday,5,52,38,41,38
5-10-2017,Friday,5,53,13,26,21
